11/03/21 	 17:22:00 	 2:+23.440C
11/03/21 	 17:22:03 	 2:+23.408C
11/03/21 	 17:22:06 	 2:+23.419C
11/03/21 	 17:22:09 	 2:+23.411C
11/03/21 	 17:22:12 	 2:+23.406C
11/03/21 	 17:22:15 	 2:+23.408C
11/03/21 	 17:22:18 	 2:+23.391C
11/03/21 	 17:22:21 	 2:+23.407C
11/03/21 	 17:22:24 	 2:+23.403C
11/03/21 	 17:22:27 	 2:+23.410C
11/03/21 	 17:22:31 	 2:+23.399C
11/03/21 	 17:22:34 	 2:+23.398C
11/03/21 	 17:22:37 	 2:+23.401C
11/03/21 	 17:22:40 	 2:+23.409C
11/03/21 	 17:22:43 	 2:+23.404C
11/03/21 	 17:22:46 	 2:+23.421C
11/03/21 	 17:22:49 	 2:+23.397C
11/03/21 	 17:22:52 	 2:+23.395C
11/03/21 	 17:22:55 	 2:+23.388C
11/03/21 	 17:22:58 	 2:+23.392C
11/03/21 	 17:23:01 	 2:+23.398C
11/03/21 	 17:23:04 	 2:+23.384C
11/03/21 	 17:23:08 	 2:+23.377C
11/03/21 	 17:23:11 	 2:+23.369C
11/03/21 	 17:23:14 	 2:+23.379C
11/03/21 	 17:23:17 	 2:+23.380C
11/03/21 	 17:23:20 	 2:+23.369C
11/03/21 	 17:23:23 	 2:+23.366C
11/03/21 	 17:23:26 	 2:+23.372C
11/03/21 	 17:23:29 	 2:+23.368C
11/03/21 	 17:23:32 	 2:+23.367C
11/03/21 	 17:23:35 	 2:+23.343C
11/03/21 	 17:23:38 	 2:+23.350C
11/03/21 	 17:23:41 	 2:+23.334C
11/03/21 	 17:23:45 	 2:+23.348C
11/03/21 	 17:23:48 	 2:+23.327C
11/03/21 	 17:23:51 	 2:+23.327C
11/03/21 	 17:23:54 	 2:+23.339C
11/03/21 	 17:23:57 	 2:+23.332C
11/03/21 	 17:24:00 	 2:+23.324C
11/03/21 	 17:24:03 	 2:+23.329C
11/03/21 	 17:24:06 	 2:+23.326C
11/03/21 	 17:24:09 	 2:+23.332C
11/03/21 	 17:24:12 	 2:+23.326C
11/03/21 	 17:24:15 	 2:+23.309C
11/03/21 	 17:24:19 	 2:+23.313C
11/03/21 	 17:24:22 	 2:+23.321C
11/03/21 	 17:24:25 	 2:+23.320C
11/03/21 	 17:24:28 	 2:+23.329C
11/03/21 	 17:24:31 	 2:+23.357C
11/03/21 	 17:24:34 	 2:+23.343C
11/03/21 	 17:24:37 	 2:+23.320C
11/03/21 	 17:24:40 	 2:+23.312C
11/03/21 	 17:24:43 	 2:+23.314C
11/03/21 	 17:24:46 	 2:+23.288C
11/03/21 	 17:24:49 	 2:+23.301C
11/03/21 	 17:24:52 	 2:+23.283C
11/03/21 	 17:24:56 	 2:+23.278C
